split,region,distance,axis,y_true,mean,total_variance,pit,crps
hole,out,0.31056,7.869588,0.1912279,0.17988281,0.0002274953731102,0.774029,0.00677733
hole,out,0.337061,8.283022,0.21035383,0.20158651,0.0001074855535989,0.801127,0.00521621
hole,out,0.391332,8.000242,0.24463686,0.23813923,0.0001742514577927,0.688721,0.00433567
hole,out,0.341927,7.920327,0.1062519,0.13930972,0.0004133214242756,0.051971,0.0224762
hole,out,0.434521,8.125375,0.16594614,0.1945456,0.000179717753781,0.016448,0.02119409
hole,out,0.249141,7.770241,0.22844485,0.2202291,0.0001327896025031,0.762065,0.0049356
hole,out,0.262539,8.403566,0.1753958,0.16637127,0.0002761574869509,0.706455,0.00579202
hole,out,0.15906,8.570949,0.15978558,0.15595196,0.0004045800305902,0.575578,0.00499119
hole,out,0.162504,7.6301,0.23733677,0.24462958,0.0001344240736216,0.264672,0.0044815
hole,out,0.428915,8.061033,0.13416226,0.13481203,0.0003590465639717,0.486322,0.00443706
hole,out,0.202898,7.695439,0.15828745,0.14233898,0.0002040379622485,0.867899,0.00978667
hole,out,0.172301,7.645947,0.24576608,0.22657104,0.0004208419122733,0.825282,0.01147898
hole,out,0.283062,8.370368,0.12643104,0.13544743,0.0003137405146844,0.305364,0.00593185
hole,out,0.403968,8.02068,0.26034142,0.25297737,0.000128705665702,0.741866,0.00449397
hole,out,0.02476,8.788185,0.20605296,0.1948332,0.0002548816264607,0.758901,0.00675323
hole,out,0.237158,8.444621,0.16283274,0.15729398,0.0001953868486452,0.654038,0.00413089
hole,out,0.216583,7.717576,0.26833796,0.26299492,0.0001264122984139,0.682685,0.00362183
hole,out,0.327761,7.897412,0.21153075,0.20189078,0.0002566657494753,0.726318,0.00599068
hole,out,4e-05,7.367306,0.12246315,0.15577313,0.0003992819692939,0.047758,0.02282804
hole,out,0.033638,8.773826,0.23764475,0.23932418,0.0001361398608423,0.442776,0.002823
hole,out,0.011212,7.385378,0.23896368,0.23255567,0.000146586477058,0.70169,0.00415173
hole,out,0.160217,7.626401,0.243758,0.24318524,9.568432869855314e-05,0.523346,0.00229934
hole,out,0.143531,7.599411,0.19905458,0.19472578,0.0002200091548729,0.614796,0.00396678
hole,out,0.134792,7.585274,0.2351167,0.22384377,0.0001401809568051,0.829482,0.00675246
hole,out,0.399262,8.013069,0.21326307,0.21372373,0.0002242049959022,0.487728,0.00350488
hole,out,0.022205,7.403159,0.28952293,0.27290794,0.0002121069264831,0.873031,0.01024078
hole,out,0.01809,8.798974,0.24160012,0.23116967,0.000245445757173,0.747221,0.00633364
hole,out,0.349464,7.932517,0.23345627,0.24056637,0.0001251190406037,0.262504,0.00435871
hole,out,0.114143,8.643604,0.27954248,0.26914006,0.0001178155725938,0.831062,0.0062352
hole,out,0.085998,7.506349,0.22247955,0.23585212,0.0002056176163023,0.175519,0.00799473
hole,out,0.149519,8.586382,0.19652979,0.19382034,0.0001938057830557,0.577157,0.00346308
hole,out,0.073451,7.486053,0.11648262,0.12009202,0.0002650135720614,0.412267,0.00412234
hole,out,0.079119,7.495222,0.28968358,0.28278255,0.0002987652551382,0.655147,0.0051242
hole,out,0.010648,8.811013,0.23610267,0.25352353,0.0001388099335599,0.06962,0.01149863
hole,out,0.272482,7.807995,0.1870375,0.20500562,0.0001867070823209,0.094257,0.01146405
hole,out,0.181294,8.534984,0.18092226,0.20239744,0.0001447229005862,0.037121,0.01504448
hole,out,0.008043,8.815225,0.23211843,0.22175841,0.0001653768849791,0.789765,0.00616587
hole,out,0.010102,7.383582,0.1772297,0.17617036,0.0001342712930636,0.536421,0.00274656
hole,out,0.330149,8.294204,0.17702948,0.170293,0.0002224947384092,0.674229,0.00467935
hole,out,0.027263,8.784137,0.2891651,0.2781232,0.0002158546412829,0.773842,0.00659667
hole,out,0.233511,8.450521,0.26446245,0.26945844,0.0001797438744688,0.354707,0.00386736
hole,out,0.407309,8.026086,0.27595739,0.25221997,0.000205570628168,0.951098,0.01623211
hole,out,0.333946,7.907416,0.28387947,0.28182575,0.0001450218842364,0.567707,0.00295366
hole,out,0.079898,7.49648,0.25836712,0.25103945,0.000109246429929,0.758371,0.00441207
hole,out,0.092091,7.516203,0.2632671,0.26576453,0.0002645814965944,0.438987,0.00395395
hole,out,0.288317,7.83361,0.18764666,0.20125119,0.0001435655285604,0.128099,0.00837692
hole,out,0.220966,7.724665,0.14387054,0.15207171,0.0001902584190247,0.276065,0.00511342
hole,out,0.355675,7.942565,0.1159572,0.16764551,0.0005601789453066,0.014486,0.03857718
hole,out,0.131833,8.61499,0.15612313,0.17016585,0.0001751562522258,0.144332,0.00853646
hole,out,0.203586,8.498925,0.1937059,0.19722122,0.0001713787496555,0.394147,0.00343368
hole,out,0.428542,8.06043,0.17369551,0.1580904,0.0002789934515021,0.824916,0.0093309
hole,out,0.281743,7.822975,0.1828499,0.18304572,0.0001684169401414,0.493981,0.00303397
hole,out,0.449314,8.09403,0.2218756,0.22811314,0.0002695723669603,0.352008,0.00477111
hole,out,0.147282,8.59,0.14738037,0.12824789,0.0002460461400914,0.888716,0.01197267
hole,out,0.167194,7.637687,0.14913226,0.15033025,0.0001664113078732,0.463005,0.00305903
hole,out,0.154767,8.577893,0.20156358,0.20511024,0.0003015183319803,0.419079,0.00434594
hole,out,0.375474,8.220888,0.2520826,0.25998524,0.0001538545766379,0.262025,0.00484205
hole,out,0.421374,8.048836,0.26486714,0.25014469,0.0001597827067598,0.87793,0.00911491
hole,out,0.335405,7.909777,0.20869756,0.21435122,0.0002118548727594,0.34885,0.00426673
hole,out,0.184878,8.529186,0.21233871,0.20450643,0.0001358838635496,0.749176,0.00474804
hole,out,0.425248,8.140376,0.12014189,0.11639664,0.0001780566672096,0.61052,0.00353501
hole,out,0.298263,7.849697,0.25632968,0.2588641,0.0001182704654638,0.407863,0.00277605
hole,out,0.231357,7.741474,0.14781294,0.15513638,0.0001871180720627,0.296196,0.00472459
hole,out,0.184057,8.530515,0.24300219,0.22006941,0.0001669540652073,0.962038,0.01603578
hole,out,0.288114,7.833282,0.20806745,0.20975843,0.0001460859493818,0.444367,0.00291881
hole,out,0.343465,7.922814,0.268977,0.26835302,0.0002005961432587,0.51757,0.00332083
hole,out,0.023862,8.789638,0.1967521,0.19327411,0.0001952361053554,0.598286,0.00360895
hole,out,0.245747,8.430727,0.15263603,0.12405036,0.0003206931869499,0.944785,0.01932201
hole,out,0.126439,7.571763,0.22181042,0.22449715,0.0001672408834565,0.41771,0.00324407
hole,out,0.00236,8.824419,0.2294553,0.19402412,0.0002872606855817,0.981713,0.02609395
hole,out,0.244093,8.433403,0.256052,0.24331026,0.0001255394308827,0.872274,0.00784822
hole,out,0.327758,8.29807,0.13405627,0.14010108,0.0003055933921132,0.364751,0.00491094
hole,out,0.309109,7.867241,0.23355075,0.24399631,0.0001044091550284,0.153328,0.00631231
hole,out,0.30569,8.333767,0.13398671,0.14553794,0.0004503084346652,0.293102,0.00740745
hole,out,0.245711,8.430786,0.23412409,0.23887984,0.0001545570994494,0.351031,0.00362237
hole,out,0.035681,7.424957,0.24253075,0.2665562,0.0001547191350255,0.026709,0.01726099
hole,out,0.187805,8.524451,0.20745937,0.19716662,0.0001638038665987,0.789362,0.00612612
hole,out,0.260868,7.78921,0.24674894,0.24269362,0.0001679449633229,0.622832,0.00353071
hole,out,0.242157,8.436535,0.12503225,0.12388505,0.0003814455412793,0.52342,0.00459109
hole,out,0.299138,8.344364,0.21318816,0.22169349,0.000282066699583,0.306279,0.00560743
hole,out,0.210116,8.488363,0.20327312,0.19389006,0.0002175019326386,0.737686,0.00575092
hole,out,0.011206,8.810109,0.11628732,0.14957097,0.0002895887882914,0.02524,0.02400765
hole,out,0.182766,8.532603,0.25124744,0.24309762,0.0001356996217509,0.757916,0.00490855
hole,out,0.182573,8.532914,0.14637246,0.17240927,0.0002202927571488,0.039695,0.01813806
hole,out,0.193731,8.514867,0.19116193,0.1772913,0.0002228320372523,0.823606,0.00828996
hole,out,0.08079,7.497924,0.26060115,0.25451511,0.0001260852877749,0.706092,0.00390879
hole,out,0.219038,8.473931,0.20573326,0.17111048,0.0002636845456436,0.983503,0.0256534
hole,out,0.282568,7.824311,0.13758043,0.12999748,0.0001827481319196,0.712579,0.00481297
hole,out,0.188242,7.671732,0.202754,0.20072189,0.0001801071921363,0.560178,0.0032588
hole,out,0.101522,8.664019,0.23680814,0.22712016,0.0001417692110408,0.79208,0.00576462
hole,out,0.141772,7.596566,0.24532898,0.23921058,9.842031431617217e-05,0.731294,0.00377783
hole,out,0.270692,7.8051,0.22599405,0.22235164,0.0001065053074853,0.637934,0.00291937
hole,out,0.337542,7.913233,0.15737604,0.15419032,0.0002774865133687,0.575833,0.00413519
hole,out,0.018298,8.798638,0.29313777,0.28772229,0.0001337579014943,0.680197,0.00369632
hole,out,0.40504,8.022415,0.19496594,0.19577618,0.0001424974470864,0.472943,0.0028116
hole,out,0.23478,7.74701,0.21402346,0.19873849,0.0004444530059117,0.765781,0.00916389
hole,out,0.351597,8.25951,0.1663755,0.14972074,0.0004908285918645,0.773899,0.0099497
hole,out,0.115766,7.5545,0.26020575,0.25192407,0.0001477715995861,0.752152,0.00500852
hole,out,0.139608,7.593065,0.27390604,0.25474817,0.0001405280199833,0.946963,0.01300019
hole,out,0.307713,7.864983,0.17993651,0.16428034,0.0002043975546257,0.86326,0.0095713
hole,out,0.082535,7.500746,0.18060902,0.12694313,0.0002274531580042,0.999813,0.04515843
hole,out,0.307753,8.33043,0.17828729,0.18761423,0.0001874519803095,0.247863,0.00564073
hole,out,0.127184,8.622509,0.25950118,0.26090056,9.5193121524062e-05,0.442976,0.00236003
hole,out,0.192663,8.516594,0.22310695,0.21032476,0.0001514864852651,0.850488,0.00774294
hole,out,0.094809,8.674878,0.15384996,0.1573478,0.0002643547195475,0.414832,0.0040987
hole,out,0.430887,8.131253,0.11205973,0.11842369,0.0002889353781938,0.354056,0.00491195
hole,out,0.261054,8.405968,0.26472477,0.25304019,0.0001689631608314,0.81565,0.00696705
hole,out,0.245067,7.76365,0.25796717,0.24012943,0.0001048159901984,0.959273,0.01239912
hole,out,0.33899,8.279902,0.22936153,0.22613075,0.0002585670736152,0.579619,0.00401592
hole,out,0.309257,7.867481,0.19738671,0.18837596,0.0002233274281024,0.726733,0.00559652
hole,out,0.315921,7.87826,0.27503359,0.27270746,0.000146506135934,0.576199,0.00300643
hole,out,0.39664,8.18665,0.15398437,0.16834417,0.0004353820695541,0.245664,0.0086702
hole,out,0.161082,8.567677,0.24948279,0.23439927,0.0001795733987819,0.869831,0.009271
hole,out,0.433585,8.068589,0.1955651,0.19238821,0.0002453648485243,0.580359,0.00391679
hole,out,0.03508,7.423986,0.17872044,0.17778164,0.0001413923891959,0.531464,0.00280839
hole,out,0.179562,7.657693,0.20904274,0.21141894,0.0001569921441841,0.424793,0.00310736
hole,out,0.39519,8.006482,0.18469393,0.12137179,0.0005330996937118,0.996952,0.05033816
hole,out,0.171999,7.64546,0.24599012,0.26345247,0.0006706763524562,0.250064,0.01057931
hole,out,0.426755,8.05754,0.21446133,0.21567452,0.0001185009241453,0.455631,0.00259784
hole,out,0.240126,7.755658,0.21742979,0.21290775,0.0001648826000746,0.637643,0.00362963
hole,out,0.296696,8.348315,0.27808248,0.28213209,0.0003751193289645,0.41719,0.00486277
hole,out,0.129195,7.576222,0.18838638,0.1790738,0.0002062638668576,0.741644,0.00568432
hole,out,0.227085,7.734564,0.1320929,0.10526416,0.0005586570478044,0.87183,0.01651863
hole,out,0.184998,8.528992,0.1279553,0.14655025,0.0003362809075042,0.155288,0.01122386
hole,out,0.446898,8.105355,0.18903511,0.20150527,0.0002445651625748,0.21261,0.00742405
hole,out,0.175639,7.651347,0.14152212,0.14856477,0.000302259781165,0.342708,0.00518575
hole,out,0.033362,7.421207,0.26161706,0.26083809,0.0001617437374079,0.52442,0.00299113
hole,out,0.211554,8.486036,0.27802151,0.27222869,0.0002451403997838,0.644303,0.00450436
hole,out,0.03145,8.777364,0.23423075,0.22694869,0.0001056547625921,0.760667,0.0043783
hole,out,0.173556,8.547501,0.08996981,0.11154519,0.0001850803673733,0.05638,0.0145536
hole,out,0.179748,7.657993,0.27196306,0.27788767,0.0001689662021817,0.324272,0.00409674
hole,out,0.255937,7.781233,0.2977914,0.29389647,0.0001116542189265,0.643789,0.00303574
hole,out,0.228584,7.736989,0.29672592,0.26961815,0.0001654771331232,0.982454,0.02001325
hole,out,0.242407,8.436129,0.18088808,0.18421443,0.0001979236403713,0.406546,0.00360005
hole,out,0.279229,7.81891,0.1968006,0.20186956,0.0001868220861069,0.355373,0.00393568
hole,out,0.000852,8.826858,0.21847101,0.22859392,0.0001721397129585,0.22019,0.00603617
hole,out,0.368552,8.232084,0.2846215,0.29685602,0.0001502268132753,0.159094,0.00736881
hole,out,0.440776,8.08022,0.20652154,0.20531535,0.0002262637717649,0.531956,0.00355382
hole,out,0.058197,7.461378,0.19906234,0.19179688,0.0001385377545375,0.731473,0.00448509
hole,out,0.136691,7.588347,0.17389856,0.17777763,0.0002460159012116,0.402333,0.00404626
hole,out,0.001156,7.369112,0.13656502,0.15229772,0.0001900633214972,0.126898,0.00969759
hole,out,0.410598,8.031405,0.1754565,0.18845196,0.0001893532171379,0.172483,0.00777809
hole,out,0.337317,7.91287,0.26413978,0.27806121,0.000176384113729,0.147268,0.00844559
hole,out,0.399272,8.182393,0.11040693,0.1169728,0.0002425102284178,0.336649,0.0047276
hole,out,0.311063,8.325076,0.29150333,0.27335665,0.0001249895285582,0.947722,0.01233108
hole,out,0.365756,8.236606,0.10773387,0.12151752,0.0001791646209312,0.15156,0.00833865
hole,out,0.005257,8.819732,0.26532121,0.26352412,0.0004207149613648,0.534908,0.00485617
hole,out,0.135618,8.608867,0.11982766,0.11428137,0.0003041725722141,0.624762,0.00477354
hole,out,0.18292,8.532354,0.22925753,0.20875797,0.0003666184202302,0.857831,0.01248087
hole,out,0.017348,7.395303,0.22534164,0.2249712,0.0001616233348613,0.511623,0.0029753
hole,out,0.382496,7.985949,0.20743878,0.22393748,0.0001600132382009,0.096069,0.01050328
hole,out,0.030414,8.779039,0.16246743,0.14933969,0.0002382606762694,0.802471,0.00781114
hole,out,0.391592,8.194816,0.25455653,0.25253654,0.0001673612277954,0.56204,0.00314884
hole,out,0.23934,7.754387,0.24331269,0.24351533,0.0001923203381011,0.494171,0.00324205
hole,out,0.195337,7.683209,0.13143174,0.12829867,0.0001997064828174,0.587728,0.0035785
hole,out,0.002236,8.82462,0.22039676,0.2073693,0.0003224691026844,0.765916,0.00780989
hole,out,0.079959,8.698898,0.24108364,0.2337029,0.0001477350015193,0.728153,0.0045755
hole,out,0.076283,8.704845,0.20422657,0.21239524,0.0002083381987176,0.285719,0.00516973
hole,out,0.021897,7.402662,0.20633577,0.20101574,0.0001288170460611,0.68037,0.0036294
hole,out,0.299241,7.851279,0.2590876,0.25795001,0.0001498836936661,0.537016,0.0029032
hole,out,0.003912,8.821908,0.26722511,0.26769066,0.000171872365172,0.485836,0.00307034
hole,out,0.005545,7.37621,0.1828145,0.19001108,0.0001452836586395,0.275234,0.00448182
hole,out,0.297267,8.347392,0.17645623,0.19161773,0.0004001620691269,0.224249,0.00905172
hole,out,0.262138,8.404214,0.19192634,0.19109121,0.0002203075855504,0.522435,0.00348742
hole,out,0.358721,8.247985,0.1535967,0.13895136,0.0002334571618121,0.831097,0.00877854
hole,out,0.273159,7.809091,0.12312217,0.13273726,0.0003754869685508,0.309877,0.00639366
hole,out,0.433116,8.067829,0.17451409,0.14262065,0.0003113824641332,0.96465,0.02243224
hole,out,0.212992,8.48371,0.17599081,0.12171128,0.0003731176548171,0.997523,0.04340993
hole,out,0.035499,8.770815,0.12492596,0.12075739,0.0001778468431439,0.622701,0.00363218
hole,out,0.312768,7.87316,0.19702394,0.17976806,0.0001277569681406,0.936578,0.01150212
hole,out,0.289812,7.836027,0.24987165,0.24658331,0.0001902192016132,0.594224,0.00353443
hole,out,0.113301,8.644966,0.2239692,0.22060156,0.000209919293411,0.591899,0.00369679
hole,out,0.418999,8.044994,0.13860934,0.18913986,0.0002634019474498,0.000925,0.04138217
hole,out,0.283188,7.825313,0.11309508,0.12119722,0.0002907349262386,0.317332,0.00549236
hole,out,0.447009,8.090302,0.23578901,0.23043394,0.0001682476722635,0.660141,0.00390094
hole,out,0.139302,7.59257,0.19778205,0.17908674,0.0001768786751199,0.920094,0.01215497
hole,out,0.234198,8.449409,0.22648514,0.2278702,0.0001174074568552,0.449143,0.00260273
hole,out,0.378982,8.215214,0.25531369,0.24971095,0.0001470123097533,0.67799,0.00384837
hole,out,0.329903,8.2946,0.21900959,0.20733468,0.0001157280348706,0.861097,0.00712544
hole,out,0.197826,7.687235,0.27327421,0.2746484,0.0001265486789634,0.451387,0.00269581
hole,out,0.303388,8.33749,0.17707618,0.17323498,0.0002009962190641,0.606781,0.00372584
hole,out,0.282114,8.371902,0.21585576,0.22003436,0.0001949444558704,0.382364,0.00375812
hole,out,0.444001,8.085437,0.19409049,0.19789329,0.0001783624757081,0.387921,0.00355014
hole,out,0.126333,8.623885,0.13522659,0.13711277,0.0002287492825416,0.450376,0.00362823
hole,out,0.036323,8.769481,0.23491791,0.22924563,0.0001961374946404,0.657269,0.00417708
hole,out,0.23827,8.442821,0.16783115,0.1775409,0.0001801437902031,0.234707,0.0058228
hole,out,0.171978,8.550052,0.19231769,0.16788287,0.0003828341723419,0.894137,0.01538022
hole,out,0.347753,8.265727,0.21085148,0.24417731,0.0002111260546371,0.010908,0.02523649
hole,out,0.254106,8.417207,0.19216181,0.18217261,0.0002883663983084,0.721816,0.00624735
hole,out,0.055276,7.456654,0.29402123,0.28113073,9.342837438452988e-05,0.908835,0.00825621
hole,out,0.073862,8.70876,0.19077971,0.17987634,0.0001717437553452,0.797294,0.00648646
hole,out,0.421061,8.048329,0.10466761,0.12796763,0.0003596418537199,0.109605,0.01460651
hole,out,0.18709,7.669869,0.20377946,0.16087341,0.0002858868974726,0.994419,0.03342691
hole,out,0.201306,8.502613,0.20701021,0.20611486,9.824560402194038e-05,0.535988,0.0023486
hole,out,0.06807,7.477348,0.20355731,0.19890484,0.0001903789816424,0.632013,0.00384446
hole,out,0.451433,8.097458,0.19541863,0.16947018,0.0003037290298379,0.931744,0.01716347
hole,out,0.430124,8.132488,0.15137488,0.10599203,0.000270816788543,0.99709,0.0361271
hole,out,0.165495,8.56054,0.27753219,0.24621704,0.0001517549389973,0.99449,0.02440828
hole,out,0.16775,7.638586,0.16660822,0.15688927,0.0002308008552063,0.738828,0.00594952
hole,out,0.395745,8.188097,0.26617699,0.26896107,0.0001961624657269,0.421217,0.00349314
hole,out,0.118322,8.636844,0.29765399,0.28204221,0.0001968294818652,0.867097,0.0095737
hole,out,0.223926,8.466024,0.20095288,0.18983659,0.0001528650609543,0.815699,0.00662828
hole,out,0.03155,8.777202,0.13735686,0.11863164,0.0003228530404157,0.851326,0.01134921
hole,out,0.14177,8.598916,0.16162425,0.15375924,0.0001986357965506,0.711594,0.00500057
hole,out,0.254058,7.778194,0.16243624,0.1790494,0.0003175087622366,0.17558,0.00993189
hole,out,0.089664,7.512277,0.09654607,0.10971899,0.0001835540751926,0.165451,0.00790833
hole,out,0.197312,7.686404,0.13816265,0.14460596,0.0001785487984307,0.314831,0.00433872
hole,out,0.05274,7.452552,0.26234821,0.26149458,0.0001198029494844,0.531082,0.00258444
hole,out,0.323945,7.891239,0.22024003,0.20197897,0.0001522659586044,0.930546,0.01205629
hole,out,0.346106,7.927086,0.28633495,0.28689668,0.0002149069332517,0.484717,0.00343449
hole,out,0.124676,7.568911,0.15989971,0.16573928,0.0001753803808242,0.329624,0.00410579
hole,out,0.152559,8.581463,0.29814002,0.27381158,0.0002342766674701,0.944022,0.01642226
hole,out,0.430874,8.064203,0.21920271,0.22625402,0.0001082886592485,0.24901,0.00426831
hole,out,0.038468,8.766011,0.27330329,0.26997221,0.0001134340927819,0.622769,0.00290125
hole,out,0.099847,8.666728,0.22414202,0.24888447,0.0002652315306477,0.064349,0.01646755
hole,out,0.22725,7.73483,0.14456039,0.13016617,0.000570967386011,0.726545,0.00894243
hole,out,0.234505,8.448911,0.21999327,0.21371296,0.0001935584296006,0.674154,0.00436348
hole,out,0.103655,8.660569,0.14416623,0.14612135,0.0001808377564884,0.442202,0.00325584
hole,out,0.272443,7.807932,0.20821555,0.20738891,0.0001522771344752,0.526704,0.00290589
hole,out,0.175722,8.543997,0.27940655,0.29101381,0.0001665246090851,0.184199,0.00692121
hole,out,0.029938,8.77981,0.14137813,0.15307584,0.0003003783349413,0.249856,0.00708569
hole,out,0.391756,8.000928,0.2399903,0.21594739,0.0001757843710947,0.965116,0.01692862
hole,out,0.149114,7.608442,0.20888356,0.20344344,0.0001786399516277,0.658005,0.00399484
hole,out,0.094482,7.520071,0.27169146,0.27587336,9.773101919563489e-05,0.336142,0.00300568
hole,out,0.182818,8.532518,0.23166684,0.22259733,0.0001515594922238,0.769348,0.00542824
hole,out,0.066636,8.72045,0.26736057,0.24689338,0.0004208019818179,0.840798,0.01232659
hole,out,0.032181,8.776182,0.16129832,0.15291183,0.0002125813189195,0.717421,0.00528041
hole,out,0.351478,7.935775,0.15049752,0.15775402,0.0002522466238588,0.323874,0.00501174
hole,out,0.099084,8.667962,0.15436923,0.16317633,0.000233436221606,0.282161,0.00554158
hole,out,0.09194,7.515959,0.24098365,0.22627118,0.0001951551239471,0.853867,0.00893238
hole,out,0.371933,7.968862,0.22365101,0.20925693,0.0001623864518478,0.870669,0.0088536
hole,out,0.437833,8.07546,0.25649925,0.24572587,0.0001603951095603,0.802521,0.00641029
hole,out,0.363997,8.239451,0.159445,0.16379085,0.0002951287315227,0.400146,0.00445098
hole,out,0.320826,8.309283,0.16248039,0.16001534,0.0001786894863471,0.573153,0.00330475
hole,out,0.336694,8.283617,0.236857,0.23048452,0.0001932773884618,0.676657,0.00439424
hole,out,0.379088,8.215041,0.12803061,0.1362756,0.000468020356493,0.351558,0.00629435
hole,out,0.1946,7.682017,0.16642101,0.15830795,0.0002679851022548,0.689911,0.00539768
hole,out,0.272633,8.387238,0.28938264,0.29363769,9.082907490665092e-05,0.327629,0.00297276
hole,out,0.218281,7.720322,0.19003946,0.18640168,0.0001415204169461,0.620119,0.00322045
hole,out,0.255588,8.41481,0.22539253,0.20664787,0.0001847661187639,0.916054,0.01211955
hole,out,0.444998,8.108428,0.1989209,0.19450603,0.0001433562865713,0.643836,0.00344024
hole,out,0.283573,8.369542,0.22710949,0.22686127,0.0001316257403232,0.508631,0.00268328
hole,out,0.05513,8.73906,0.29302746,0.27180395,0.0002303102810401,0.919018,0.01377803
hole,out,0.367357,7.961461,0.23102073,0.2421962,0.0001072673767339,0.140288,0.00681349
hole,out,0.128466,7.575042,0.10880571,0.1170245,0.0006479852600023,0.373398,0.00699836
hole,out,0.282955,7.824936,0.2228172,0.23942141,0.0002377298078499,0.140762,0.01011971
hole,out,0.124578,8.626725,0.25065279,0.25136417,0.0003567552485037,0.484978,0.00442471
hole,out,0.19451,8.513606,0.18402336,0.16524175,0.0003174275916535,0.854097,0.01140469
hole,out,0.273122,7.80903,0.19451412,0.18858381,0.000200056383619,0.662493,0.00428308
hole,out,0.140727,7.594875,0.1480531,0.14809635,0.0001951215672306,0.498765,0.00326444
hole,out,0.223984,7.729547,0.13892098,0.15072307,0.0003025578334927,0.248725,0.00714245
hole,out,0.418704,8.150961,0.22022978,0.23056841,0.0001366653305012,0.188248,0.00615922
hole,out,0.450327,8.099809,0.12191768,0.12689239,0.0003082372131757,0.388454,0.00466152
hole,out,0.333521,8.288749,0.28953846,0.28534666,0.0001848809770308,0.621068,0.00368907
hole,out,0.288565,8.361467,0.25020677,0.25418815,0.0001672461512498,0.379094,0.00350739
hole,out,0.353163,8.256977,0.1370813,0.14438406,0.0002644909545779,0.326703,0.00508729
hole,out,0.109764,8.650687,0.27790631,0.28693464,0.0001048737904056,0.188995,0.00537785
hole,out,0.089809,8.682965,0.28254627,0.27206853,0.0001695432001724,0.7895,0.00623612
hole,out,0.25015,7.771872,0.13634402,0.10616924,0.0006073791882954,0.889594,0.01890016
hole,out,0.11402,8.643802,0.22003986,0.22462101,0.0001527599670225,0.355447,0.00355814
hole,out,0.00326,8.822963,0.20075163,0.2031084,0.0001121562963817,0.411947,0.0026833
hole,out,0.445418,8.107749,0.21878349,0.21720445,0.0001234380470123,0.556509,0.00268579
hole,out,0.003504,7.37291,0.26069331,0.26126257,0.0001891565916594,0.483492,0.0032235
hole,out,0.13683,8.606907,0.16647999,0.15936247,0.0001963875110959,0.694236,0.00468689
hole,out,0.014892,8.804147,0.19464426,0.21370396,0.0001647925528232,0.068808,0.01259613
hole,out,0.328328,8.297148,0.23845067,0.2367229,0.0001870494452305,0.550265,0.00328311
hole,out,0.290954,7.837876,0.25868287,0.25455353,0.0001677010732237,0.625087,0.00354723
hole,out,0.407363,8.169305,0.12946819,0.12637463,0.0002492982894182,0.577667,0.00393089
hole,out,0.101986,8.663269,0.126197,0.13109341,0.0002883231500163,0.386535,0.00452757
hole,out,0.439456,8.078085,0.17128608,0.17592184,0.0001954798499355,0.370109,0.00387503
hole,out,0.133172,7.582654,0.13323599,0.13511893,0.0002590534859336,0.453435,0.00384913
hole,out,0.078982,7.495,0.21181617,0.19828483,0.0001472870062571,0.867566,0.00830112
hole,out,0.121295,7.563442,0.1137936,0.12941113,0.0002503108698874,0.16179,0.00939294
hole,out,0.006129,8.818322,0.17158008,0.16468692,0.0001938081113621,0.689751,0.00458787
hole,out,0.146249,7.603807,0.2768484,0.26770395,0.0001371603430015,0.782542,0.00544904
hole,out,0.163607,8.563594,0.22301125,0.22294351,0.0002923328720498,0.501581,0.00399576
hole,out,0.059911,7.464151,0.14138617,0.15320852,0.0007267709588631,0.330499,0.00833592
hole,out,0.114904,7.553106,0.12424363,0.12031271,0.0003766276640817,0.580258,0.00485186
hole,out,0.346641,8.267527,0.25968684,0.26295573,0.0001656562380958,0.399756,0.00333727
hole,out,0.010022,7.383452,0.25983886,0.24901184,0.0002137643023161,0.77051,0.00647685
hole,out,0.081098,8.697056,0.16114018,0.16741267,0.0003127858217339,0.361421,0.00501138
hole,out,0.167622,8.557099,0.23263116,0.21626222,0.0001335779379587,0.921655,0.0106659
hole,out,0.118103,8.637198,0.23839001,0.2234304,0.0001493945164838,0.889509,0.0093692
hole,out,0.214111,7.713577,0.17192433,0.17898974,0.0001293359091505,0.267212,0.00435465
hole,out,0.295689,8.349943,0.27913426,0.28233266,0.000159971328685,0.400181,0.00327673
hole,out,0.036296,7.425953,0.20594268,0.20978074,0.000195921777049,0.391965,0.00368831
hole,out,0.378292,7.979148,0.25714686,0.25178868,0.0001093242099159,0.695835,0.00351555
hole,out,0.42451,8.14157,0.19882802,0.18606594,0.0004733801179099,0.721252,0.0079882
hole,out,0.071684,7.483195,0.21904206,0.21518584,0.0001540043012937,0.622,0.00337435
hole,out,0.292745,7.840773,0.13203491,0.12314055,0.000223346723942,0.724128,0.00554411
hole,out,0.446558,8.089572,0.15861168,0.16588797,0.0003380110720172,0.346137,0.00543059
hole,out,0.149735,8.586031,0.11520824,0.14406234,0.0003410077188163,0.059083,0.01937274
hole,out,0.118244,8.636971,0.21453983,0.21106473,0.0001165247231256,0.626246,0.00296515
hole,out,0.063213,7.469492,0.12741081,0.11127808,0.0002923007996287,0.827316,0.00965506
hole,out,0.167666,8.557028,0.26931962,0.27623376,0.0001309634244535,0.272863,0.00429201
hole,out,0.412722,8.160637,0.14284969,0.15335146,0.0003094810526818,0.275267,0.0065405
hole,out,0.056732,8.736469,0.23375758,0.23146529,0.0001089983197744,0.586894,0.00263981
